t,node,online,ssid,rssi,near_cm,near,pass_cm,pass_blocked,cam_on,die_c,heap
1788451433.8,gate-in,1,charon,-48,91.6,1,5.2,1,1,66.6,171048
1788451433.8,gate-out,1,charon,-42,104.3,0,7.4,1,1,69.5,172160
1788451433.8,zone-reception,1,charon,-54,52.3,1,-1.0,0,1,68.1,172096
1788451433.8,zone-warehouse,1,charon,-25,80.2,1,-1.0,0,1,74.3,171012
1788451433.8,zone-workshop,1,charon,-27,30.2,1,-1.0,0,1,79.6,171708
1788451433.8,zone-server,1,charon,-48,59.2,1,-1.0,0,1,76.4,172192
1788451435.2,gate-in,1,charon,-48,68.8,1,5.2,1,1,66.6,171684
1788451435.2,gate-out,1,charon,-42,242.5,1,7.4,1,1,70.5,172292
1788451435.2,zone-reception,1,charon,-55,53.2,1,-1.0,0,1,68.1,172088
1788451435.2,zone-warehouse,1,charon,-26,98.1,1,-1.0,0,1,74.3,172088
1788451435.2,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172464
1788451435.2,zone-server,1,charon,-48,4.6,1,-1.0,0,1,77.4,172060
1788451436.6,gate-in,1,charon,-48,43.1,1,5.2,1,1,66.6,171912
1788451436.6,gate-out,1,charon,-42,21.4,0,6.1,1,1,69.5,172272
1788451436.6,zone-reception,1,charon,-54,46.5,1,-1.0,0,1,67.1,172084
1788451436.6,zone-warehouse,1,charon,-25,97.6,1,-1.0,0,1,74.3,172088
1788451436.6,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172472
1788451436.6,zone-server,1,charon,-48,60.3,1,-1.0,0,1,76.4,172196
1788451437.8,gate-in,1,charon,-48,60.0,1,5.2,1,1,66.6,168024
1788451437.8,gate-out,1,charon,-42,17.8,1,7.4,1,1,69.5,172292
1788451437.8,zone-reception,1,charon,-54,54.4,1,-1.0,0,1,68.1,172084
1788451437.8,zone-warehouse,1,charon,-27,98.1,1,-1.0,0,1,74.3,172088
1788451437.8,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172472
1788451437.8,zone-server,1,charon,-48,67.8,1,-1.0,0,1,76.4,172196
1788451439.1,gate-in,1,charon,-47,38.2,1,5.2,1,1,66.6,171692
1788451439.1,gate-out,1,charon,-43,74.6,1,7.4,1,1,69.5,172292
1788451439.1,zone-reception,1,charon,-54,54.4,1,-1.0,0,1,67.1,172084
1788451439.1,zone-warehouse,1,charon,-25,97.6,1,-1.0,0,1,74.3,172088
1788451439.1,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172472
1788451439.1,zone-server,1,charon,-49,64.4,1,-1.0,0,1,76.4,172196
1788451440.3,gate-in,1,charon,-48,61.0,1,5.2,1,1,66.6,171984
1788451440.3,gate-out,1,charon,-43,30.6,1,7.4,1,1,69.5,172292
1788451440.3,zone-reception,1,charon,-56,53.5,1,-1.0,0,1,67.1,172084
1788451440.3,zone-warehouse,1,charon,-25,36.4,1,-1.0,0,1,74.3,171964
1788451440.3,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172472
1788451440.3,zone-server,1,charon,-48,49.5,1,-1.0,0,1,77.4,172196
1788451441.7,gate-in,1,charon,-47,41.5,1,5.2,1,1,66.6,171880
1788451441.7,gate-out,1,charon,-43,85.4,1,7.4,1,1,69.5,172292
1788451441.7,zone-reception,1,charon,-55,53.5,1,-1.0,0,1,67.1,171864
1788451441.7,zone-warehouse,1,charon,-25,98.5,1,-1.0,0,1,74.3,171876
1788451441.7,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172472
1788451441.7,zone-server,1,charon,-49,28.2,1,-1.0,0,1,76.4,172196
1788451443.0,gate-in,1,charon,-48,91.5,1,5.2,1,1,66.6,172136
1788451443.0,gate-out,1,charon,-42,77.4,1,7.4,1,1,69.5,172292
1788451443.0,zone-reception,1,charon,-56,54.4,1,-1.0,0,1,67.1,172084
1788451443.0,zone-warehouse,1,charon,-25,77.9,1,-1.0,0,1,74.3,172088
1788451443.0,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172472
1788451443.0,zone-server,1,charon,-49,98.8,1,-1.0,0,1,76.4,172196
1788451444.1,gate-in,1,charon,-48,16.4,1,6.5,1,1,66.6,171912
1788451444.1,gate-out,1,charon,-42,192.6,1,7.4,1,1,69.5,172292
1788451444.1,zone-reception,1,charon,-53,54.4,1,-1.0,0,1,67.1,171864
1788451444.1,zone-warehouse,1,charon,-25,98.1,1,-1.0,0,1,74.3,171440
1788451444.1,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172472
1788451444.1,zone-server,1,charon,-48,60.3,1,-1.0,0,1,76.4,172196
1788451445.7,gate-in,1,charon,-48,58.9,1,5.2,1,1,66.6,172124
1788451445.7,gate-out,1,charon,-43,2.3,1,7.4,1,1,69.5,172292
1788451445.7,zone-reception,1,charon,-56,49.9,1,-1.0,0,1,67.1,171952
1788451445.7,zone-warehouse,1,charon,-25,53.5,1,-1.0,0,1,74.3,172088
1788451445.7,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172472
1788451445.7,zone-server,1,charon,-48,147.1,1,-1.0,0,1,76.4,172196
1788451447.0,gate-in,1,charon,-48,41.0,1,5.2,1,1,66.6,172136
1788451447.0,gate-out,1,charon,-43,120.0,1,7.4,1,1,69.5,172292
1788451447.0,zone-reception,1,charon,-54,53.5,1,-1.0,0,1,67.1,171956
1788451447.0,zone-warehouse,1,charon,-26,98.6,1,-1.0,0,1,74.3,172088
1788451447.0,zone-workshop,1,charon,-27,29.3,1,-1.0,0,1,79.6,172472
1788451447.0,zone-server,1,charon,-48,28.2,1,-1.0,0,1,76.4,172196
1788451448.4,gate-in,1,charon,-48,89.7,1,5.2,1,1,66.6,171984
1788451448.4,gate-out,1,charon,-43,135.5,1,7.4,1,1,69.5,172292
1788451448.4,zone-reception,1,charon,-54,53.5,1,-1.0,0,1,67.1,172088
1788451448.4,zone-warehouse,1,charon,-27,81.1,1,-1.0,0,1,74.3,172088
1788451448.4,zone-workshop,1,charon,-27,30.2,1,-1.0,0,1,79.6,172472
1788451448.4,zone-server,1,charon,-48,75.4,1,-1.0,0,1,76.4,172196
1788451449.7,gate-in,1,charon,-48,34.3,1,5.2,1,1,66.6,172124
1788451449.7,gate-out,1,charon,-43,74.6,1,7.4,1,1,69.5,172292
1788451449.7,zone-reception,1,charon,-53,50.2,1,-1.0,0,1,67.1,171956
1788451449.7,zone-warehouse,1,charon,-25,57.0,1,-1.0,0,1,74.3,171472
1788451449.7,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172472
1788451449.7,zone-server,1,charon,-48,67.6,1,-1.0,0,1,76.4,172196
1788451451.0,gate-in,1,charon,-47,91.6,1,5.2,1,1,66.6,171916
1788451451.0,gate-out,1,charon,-42,58.0,1,7.4,1,1,69.5,172292
1788451451.0,zone-reception,1,charon,-55,50.2,1,-1.0,0,1,67.1,172088
1788451451.0,zone-warehouse,1,charon,-25,52.6,1,-1.0,0,1,74.3,172088
1788451451.0,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172472
1788451451.0,zone-server,1,charon,-48,162.0,1,-1.0,0,1,76.4,172196
1788451452.4,gate-in,1,charon,-48,36.4,1,5.2,1,1,66.6,172136
1788451452.4,gate-out,1,charon,-43,23.6,1,7.4,1,1,69.5,172292
1788451452.4,zone-reception,1,charon,-54,16.1,1,-1.0,0,1,67.1,172088
1788451452.4,zone-warehouse,1,charon,-27,63.3,1,-1.0,0,1,74.3,172088
1788451452.4,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172472
1788451452.4,zone-server,1,charon,-49,90.3,1,-1.0,0,1,76.4,172196
1788451453.7,gate-in,1,charon,-48,73.1,1,5.2,1,1,66.6,172124
1788451453.7,gate-out,1,charon,-43,47.4,1,7.4,1,1,69.5,172292
1788451453.7,zone-reception,1,charon,-54,48.1,1,-1.0,0,1,67.1,172088
1788451453.7,zone-warehouse,1,charon,-25,36.4,1,-1.0,0,1,74.3,172088
1788451453.7,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172252
1788451453.7,zone-server,1,charon,-49,91.8,1,-1.0,0,1,76.4,171976
1788451455.1,gate-in,1,charon,-48,35.4,1,5.2,1,1,66.6,171700
1788451455.1,gate-out,1,charon,-43,40.8,1,7.4,1,1,69.5,172296
1788451455.1,zone-reception,1,charon,-53,50.2,1,-1.0,0,1,67.1,172088
1788451455.1,zone-warehouse,1,charon,-25,81.4,1,-1.0,0,1,74.3,166420
1788451455.1,zone-workshop,1,charon,-27,28.2,1,-1.0,0,1,79.6,171380
1788451455.1,zone-server,1,charon,-49,18.1,1,-1.0,0,1,76.4,172196
1788451456.4,gate-in,1,charon,-48,61.0,1,5.2,1,1,66.6,172128
1788451456.4,gate-out,1,charon,-42,57.3,1,7.4,1,1,69.5,172296
1788451456.4,zone-reception,1,charon,-53,53.9,1,-1.0,0,1,67.1,172088
1788451456.4,zone-warehouse,1,charon,-26,98.4,1,-1.0,0,1,74.3,172088
1788451456.4,zone-workshop,1,charon,-27,26.4,1,-1.0,0,1,79.6,172032
1788451456.4,zone-server,1,charon,-48,69.9,1,-1.0,0,1,76.4,172192
1788451457.7,gate-in,1,charon,-47,24.9,1,5.2,1,1,66.6,172128
1788451457.7,gate-out,1,charon,-43,5.2,1,7.4,1,1,69.5,172284
1788451457.7,zone-reception,1,charon,-53,20.3,1,-1.0,0,1,67.1,172088
1788451457.7,zone-warehouse,1,charon,-25,72.3,1,-1.0,0,1,74.3,171876
1788451457.7,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172252
1788451457.7,zone-server,1,charon,-48,102.8,1,-1.0,0,1,76.4,172192
1788451459.0,gate-in,1,charon,-48,36.4,1,5.2,1,1,66.6,171896
1788451459.0,gate-out,1,charon,-42,8.1,1,7.4,1,1,69.5,172276
1788451459.0,zone-reception,1,charon,-53,32.4,1,-1.0,0,1,67.1,172088
1788451459.0,zone-warehouse,1,charon,-25,99.3,1,-1.0,0,1,74.3,172088
1788451459.0,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172472
1788451459.0,zone-server,1,charon,-48,58.4,1,-1.0,0,1,76.4,172060
1788451460.4,gate-in,1,charon,-47,60.1,1,5.2,1,1,66.6,172124
1788451460.4,gate-out,1,charon,-43,3.6,1,10.4,1,1,69.5,171468
1788451460.4,zone-reception,1,charon,-53,54.4,1,-1.0,0,1,67.1,172088
1788451460.4,zone-warehouse,1,charon,-25,96.7,1,-1.0,0,1,74.3,171964
1788451460.4,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172464
1788451460.4,zone-server,1,charon,-48,60.6,1,-1.0,0,1,76.4,172064
1788451461.7,gate-in,1,charon,-48,48.2,1,5.2,1,1,66.6,168032
1788451461.7,gate-out,1,charon,-43,2.3,1,7.4,1,1,69.5,172288
1788451461.7,zone-reception,1,charon,-53,17.1,1,-1.0,0,1,67.1,172088
1788451461.7,zone-warehouse,1,charon,-25,99.8,1,-1.0,0,1,74.3,171964
1788451461.7,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172472
1788451461.7,zone-server,1,charon,-48,69.3,1,-1.0,0,1,76.4,172192
1788451463.0,gate-in,1,charon,-47,59.3,1,5.2,1,1,66.6,168016
1788451463.0,gate-out,1,charon,-43,30.0,1,7.4,1,1,69.5,172292
1788451463.0,zone-reception,1,charon,-52,50.2,1,-1.0,0,1,67.1,172088
1788451463.0,zone-warehouse,1,charon,-25,98.5,1,-1.0,0,1,74.3,172088
1788451463.0,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172464
1788451463.0,zone-server,1,charon,-48,56.4,1,-1.0,0,1,76.4,172196
1788451464.3,gate-in,1,charon,-48,66.7,1,5.2,1,1,66.6,172132
1788451464.3,gate-out,1,charon,-43,34.8,1,7.4,1,1,69.5,172292
1788451464.3,zone-reception,1,charon,-56,50.2,1,-1.0,0,1,67.1,172088
1788451464.3,zone-warehouse,1,charon,-25,48.2,1,-1.0,0,1,74.3,171868
1788451464.3,zone-workshop,1,charon,-27,30.2,1,-1.0,0,1,79.6,172472
1788451464.3,zone-server,1,charon,-50,102.6,1,-1.0,0,1,76.4,172196
1788451465.6,gate-in,1,charon,-47,37.5,1,5.2,1,1,66.6,168028
1788451465.6,gate-out,1,charon,-43,44.2,1,7.4,1,1,69.5,172292
1788451465.6,zone-reception,1,charon,-52,50.2,1,-1.0,0,1,67.1,172088
1788451465.6,zone-warehouse,1,charon,-25,65.4,1,-1.0,0,1,74.3,172088
1788451465.6,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,78.6,172472
1788451465.6,zone-server,1,charon,-48,102.6,1,-1.0,0,1,76.4,172196
1788451466.9,gate-in,1,charon,-48,59.3,1,5.2,1,1,66.6,172128
1788451466.9,gate-out,1,charon,-43,17.2,1,7.4,1,1,69.5,172292
1788451466.9,zone-reception,1,charon,-52,32.9,1,-1.0,0,1,67.1,172088
1788451466.9,zone-warehouse,1,charon,-26,59.6,1,-1.0,0,1,74.3,172088
1788451466.9,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172464
1788451466.9,zone-server,1,charon,-49,25.5,1,-1.0,0,1,76.4,171972
1788451468.3,gate-in,1,charon,-47,50.0,1,5.2,1,1,66.6,172124
1788451468.3,gate-out,1,charon,-43,15.9,1,7.4,1,1,69.5,172292
1788451468.3,zone-reception,1,charon,-54,53.5,1,-1.0,0,1,67.1,172088
1788451468.3,zone-warehouse,1,charon,-26,39.0,1,-1.0,0,1,74.3,172088
1788451468.3,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,78.6,172464
1788451468.3,zone-server,1,charon,-49,101.7,1,-1.0,0,1,76.4,172196
1788451469.6,gate-in,1,charon,-48,43.5,1,5.2,1,1,66.6,172124
1788451469.6,gate-out,1,charon,-44,43.8,1,7.4,1,1,69.5,172292
1788451469.6,zone-reception,1,charon,-55,50.2,1,-1.0,0,1,67.1,172088
1788451469.6,zone-warehouse,1,charon,-25,62.6,1,-1.0,0,1,74.3,171884
1788451469.6,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,78.6,172464
1788451469.6,zone-server,1,charon,-51,101.7,1,-1.0,0,1,76.4,172196
1788451470.8,gate-in,1,charon,-48,60.0,1,4.5,1,1,66.6,171924
1788451470.8,gate-out,1,charon,-44,69.4,1,7.4,1,1,69.5,172292
1788451470.8,zone-reception,1,charon,-55,54.3,1,-1.0,0,1,67.1,172088
1788451470.8,zone-warehouse,1,charon,-26,98.0,1,-1.0,0,1,74.3,172088
1788451470.8,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,78.6,172472
1788451470.8,zone-server,1,charon,-49,161.6,1,-1.0,0,1,76.4,172196
1788451472.1,gate-in,1,charon,-48,44.6,1,5.2,1,1,66.6,171920
1788451472.1,gate-out,1,charon,-44,46.2,1,7.4,1,1,69.5,172292
1788451472.1,zone-reception,1,charon,-55,50.4,1,-1.0,0,1,67.1,172088
1788451472.1,zone-warehouse,1,charon,-26,66.8,1,-1.0,0,1,74.3,172088
1788451472.1,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172472
1788451472.1,zone-server,1,charon,-50,57.4,1,-1.0,0,1,76.4,172196
1788451473.3,gate-in,1,charon,-48,16.8,1,5.2,1,1,66.6,172128
1788451473.3,gate-out,1,charon,-44,55.8,0,7.4,1,1,69.5,172160
1788451473.3,zone-reception,1,charon,-54,54.4,1,-1.0,0,1,67.1,171956
1788451473.3,zone-warehouse,1,charon,-26,90.4,1,-1.0,0,1,74.3,172088
1788451473.3,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172472
1788451473.3,zone-server,1,charon,-50,16.1,1,-1.0,0,1,76.4,172196
1788451474.6,gate-in,1,charon,-48,36.1,1,5.2,1,1,66.6,171692
1788451474.6,gate-out,1,charon,-44,42.2,1,7.4,1,1,69.5,172276
1788451474.6,zone-reception,1,charon,-57,16.1,1,-1.0,0,1,67.1,172088
1788451474.6,zone-warehouse,1,charon,-26,88.7,1,-1.0,0,1,74.3,172088
1788451474.6,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172332
1788451474.6,zone-server,1,charon,-48,25.8,1,-1.0,0,1,76.4,172196
1788451475.8,gate-in,1,charon,-48,68.7,1,5.2,1,1,66.6,172124
1788451475.8,gate-out,1,charon,-44,37.1,1,7.4,1,1,69.5,172284
1788451475.8,zone-reception,1,charon,-55,54.4,1,-1.0,0,1,67.1,172080
1788451475.8,zone-warehouse,1,charon,-27,90.4,1,-1.0,0,1,74.3,172088
1788451475.8,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172468
1788451475.8,zone-server,1,charon,-49,101.4,1,-1.0,0,1,76.4,172196
1788451477.0,gate-in,1,charon,-48,50.2,1,5.2,1,1,66.6,172116
1788451477.0,gate-out,1,charon,-44,11.1,1,7.4,1,1,69.5,172284
1788451477.0,zone-reception,1,charon,-54,43.0,1,-1.0,0,1,67.1,172088
1788451477.0,zone-warehouse,1,charon,-26,70.0,1,-1.0,0,1,74.3,171876
1788451477.0,zone-workshop,1,charon,-27,30.2,1,-1.0,0,1,79.6,172468
1788451477.0,zone-server,1,charon,-51,88.8,1,-1.0,0,1,76.4,172196
1788451478.3,gate-in,1,charon,-48,50.9,1,6.5,1,1,66.6,168016
1788451478.3,gate-out,1,charon,-44,79.5,1,7.4,1,1,69.5,172288
1788451478.3,zone-reception,1,charon,-56,24.6,1,-1.0,0,1,67.1,172088
1788451478.3,zone-warehouse,1,charon,-26,65.4,1,-1.0,0,1,74.3,171260
1788451478.3,zone-workshop,1,charon,-27,30.2,1,-1.0,0,1,78.6,172468
1788451478.3,zone-server,1,charon,-49,96.9,1,-1.0,0,1,76.4,172064
1788451479.7,gate-in,1,charon,-47,45.8,1,5.2,1,1,66.6,168028
1788451479.7,gate-out,1,charon,-43,51.5,1,7.4,1,1,69.5,172288
1788451479.7,zone-reception,1,charon,-53,31.1,1,-1.0,0,1,67.1,172084
1788451479.7,zone-warehouse,1,charon,-26,94.8,1,-1.0,0,1,74.3,172088
1788451479.7,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172336
1788451479.7,zone-server,1,charon,-48,32.8,1,-1.0,0,1,76.4,171964
1788451481.0,gate-in,1,charon,-47,54.8,1,5.2,1,1,66.6,172132
1788451481.0,gate-out,1,charon,-45,43.6,1,7.4,1,1,69.5,172276
1788451481.0,zone-reception,1,charon,-55,54.0,1,-1.0,0,1,67.1,172084
1788451481.0,zone-warehouse,1,charon,-25,88.9,1,-1.0,0,1,74.3,172088
1788451481.0,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172468
1788451481.0,zone-server,1,charon,-50,56.9,1,-1.0,0,1,76.4,172192
1788451482.3,gate-in,1,charon,-48,51.7,1,5.2,1,1,66.6,171692
1788451482.3,gate-out,1,charon,-43,43.4,1,7.4,1,1,69.5,172284
1788451482.3,zone-reception,1,charon,-55,54.4,1,-1.0,0,1,67.1,172084
1788451482.3,zone-warehouse,1,charon,-26,98.4,1,-1.0,0,1,74.3,172096
1788451482.3,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172468
1788451482.3,zone-server,1,charon,-48,101.4,1,-1.0,0,1,76.4,172192
1788451483.5,gate-in,1,charon,-48,30.6,1,5.2,1,1,66.6,171908
1788451483.5,gate-out,1,charon,-43,42.7,1,7.4,1,1,69.5,172284
1788451483.5,zone-reception,1,charon,-53,32.9,1,-1.0,0,1,67.1,172084
1788451483.5,zone-warehouse,1,charon,-25,73.7,1,-1.0,0,1,74.3,172088
1788451483.5,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172468
1788451483.5,zone-server,1,charon,-48,86.7,1,-1.0,0,1,76.4,172192
1788451484.8,gate-in,1,charon,-48,92.0,1,5.2,1,1,66.6,172104
1788451484.8,gate-out,1,charon,-43,84.9,1,7.4,1,1,69.5,172284
1788451484.8,zone-reception,1,charon,-55,53.2,1,-1.0,0,1,67.1,172084
1788451484.8,zone-warehouse,1,charon,-25,58.6,1,-1.0,0,1,74.3,171964
1788451484.8,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172336
1788451484.8,zone-server,1,charon,-50,61.5,1,-1.0,0,1,77.4,171964
1788451486.1,gate-in,1,charon,-47,50.5,1,5.2,1,1,66.6,172128
1788451486.1,gate-out,1,charon,-44,60.2,1,7.4,1,1,69.5,172284
1788451486.1,zone-reception,1,charon,-55,30.0,1,-1.0,0,1,67.1,172084
1788451486.1,zone-warehouse,1,charon,-25,98.1,1,-1.0,0,1,74.3,171456
1788451486.1,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,79.6,172468
1788451486.1,zone-server,1,charon,-50,101.9,1,-1.0,0,1,76.4,172192
1788451487.5,gate-in,1,charon,-47,33.5,1,5.2,1,1,66.6,172128
1788451487.5,gate-out,1,charon,-44,61.6,1,7.4,1,1,69.5,172284
1788451487.5,zone-reception,1,charon,-56,54.4,1,-1.0,0,1,67.1,172084
1788451487.5,zone-warehouse,1,charon,-25,83.0,1,-1.0,0,1,74.3,171876
1788451487.5,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172468
1788451487.5,zone-server,1,charon,-49,48.2,1,-1.0,0,1,76.4,172192
1788451488.8,gate-in,1,charon,-48,45.4,1,5.2,1,1,66.6,171692
1788451488.8,gate-out,1,charon,-42,59.5,1,7.4,1,1,69.5,172284
1788451488.8,zone-reception,1,charon,-54,44.4,1,-1.0,0,1,68.1,172084
1788451488.8,zone-warehouse,1,charon,-26,50.5,1,-1.0,0,1,74.3,172088
1788451488.8,zone-workshop,1,charon,-28,30.1,1,-1.0,0,1,79.6,172468
1788451488.8,zone-server,1,charon,-50,83.9,1,-1.0,0,1,76.4,172192
1788451490.1,gate-in,1,charon,-47,55.2,1,5.2,1,1,66.6,172128
1788451490.1,gate-out,1,charon,-44,73.7,1,7.4,1,1,69.5,172284
1788451490.1,zone-reception,1,charon,-55,16.1,1,-1.0,0,1,67.1,172084
1788451490.1,zone-warehouse,1,charon,-25,98.5,1,-1.0,0,1,74.3,172088
1788451490.1,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172468
1788451490.1,zone-server,1,charon,-49,118.3,1,-1.0,0,1,76.4,172192
1788451491.4,gate-in,1,charon,-48,52.6,1,5.2,1,1,66.6,172128
1788451491.4,gate-out,1,charon,-44,74.2,1,7.4,1,1,69.5,172284
1788451491.4,zone-reception,1,charon,-55,50.2,1,-1.0,0,1,67.1,171952
1788451491.4,zone-warehouse,1,charon,-25,59.6,1,-1.0,0,1,74.3,172096
1788451491.4,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172468
1788451491.4,zone-server,1,charon,-49,60.4,1,-1.0,0,1,76.4,172192
1788451492.7,gate-in,1,charon,-48,41.3,1,5.2,1,1,66.6,171880
1788451492.7,gate-out,1,charon,-42,43.4,1,7.4,1,1,69.5,172284
1788451492.7,zone-reception,1,charon,-55,16.1,1,-1.0,0,1,67.1,172088
1788451492.7,zone-warehouse,1,charon,-26,98.5,1,-1.0,0,1,74.3,172088
1788451492.7,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172468
1788451492.7,zone-server,1,charon,-48,98.5,1,-1.0,0,1,76.4,172060
1788451493.9,gate-in,1,charon,-48,44.3,1,5.2,1,1,66.6,172124
1788451493.9,gate-out,1,charon,-44,59.2,1,7.4,1,1,69.5,172284
1788451493.9,zone-reception,1,charon,-55,53.5,1,-1.0,0,1,67.1,172088
1788451493.9,zone-warehouse,1,charon,-25,88.1,1,-1.0,0,1,74.3,171336
1788451493.9,zone-workshop,1,charon,-26,30.2,1,-1.0,0,1,78.6,172468
1788451493.9,zone-server,1,charon,-49,101.8,1,-1.0,0,1,76.4,172192
1788451495.2,gate-in,1,charon,-48,38.9,1,5.2,1,1,66.6,172112
1788451495.2,gate-out,1,charon,-44,16.9,1,7.4,1,1,69.5,172292
1788451495.2,zone-reception,1,charon,-56,54.3,1,-1.0,0,1,67.1,172088
1788451495.2,zone-warehouse,1,charon,-25,60.9,1,-1.0,0,1,74.3,172088
1788451495.2,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172468
1788451495.2,zone-server,1,charon,-49,78.7,1,-1.0,0,1,76.4,172192
1788451496.5,gate-in,1,charon,-47,34.3,1,5.2,1,1,66.6,169484
1788451496.5,gate-out,1,charon,-43,8.4,1,7.4,1,1,69.5,172292
1788451496.5,zone-reception,1,charon,-56,50.2,1,-1.0,0,1,67.1,172088
1788451496.5,zone-warehouse,1,charon,-26,84.6,1,-1.0,0,1,75.3,172088
1788451496.5,zone-workshop,1,charon,-27,30.2,1,-1.0,0,1,79.6,172468
1788451496.5,zone-server,1,charon,-49,75.3,1,-1.0,0,1,76.4,172192
1788451497.8,gate-in,1,charon,-48,36.4,1,5.2,1,1,66.6,168016
1788451497.8,gate-out,1,charon,-44,111.6,1,7.4,1,1,69.5,171528
1788451497.8,zone-reception,1,charon,-55,53.5,1,-1.0,0,1,68.1,172096
1788451497.8,zone-warehouse,1,charon,-26,75.7,1,-1.0,0,1,74.3,172088
1788451497.8,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172468
1788451497.8,zone-server,1,charon,-50,66.9,1,-1.0,0,1,76.4,172192
1788451499.0,gate-in,1,charon,-47,86.8,1,5.2,1,1,66.6,172136
1788451499.0,gate-out,1,charon,-44,38.0,1,7.4,1,1,69.5,172288
1788451499.0,zone-reception,1,charon,-55,18.3,1,-1.0,0,1,67.1,172080
1788451499.0,zone-warehouse,1,charon,-26,83.9,1,-1.0,0,1,74.3,172096
1788451499.0,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,80.6,170800
1788451499.0,zone-server,1,charon,-50,68.9,1,-1.0,0,1,76.4,172192
1788451500.4,gate-in,1,charon,-48,69.7,1,5.2,1,1,66.6,171712
1788451500.4,gate-out,1,charon,-43,85.5,1,7.4,1,1,69.5,172288
1788451500.4,zone-reception,1,charon,-56,50.2,1,-1.0,0,1,68.1,172088
1788451500.4,zone-warehouse,1,charon,-25,59.2,1,-1.0,0,1,74.3,171424
1788451500.4,zone-workshop,1,charon,-26,30.1,1,-1.0,0,1,79.6,172468
1788451500.4,zone-server,1,charon,-48,86.5,1,-1.0,0,1,76.4,172192
1788451501.8,gate-in,1,charon,-48,30.6,1,5.2,1,1,66.6,168064
1788451501.8,gate-out,1,charon,-42,28.9,1,7.4,1,1,70.5,172288
1788451501.8,zone-reception,1,charon,-54,50.2,1,-1.0,0,1,68.1,171884
1788451501.8,zone-warehouse,1,charon,-25,63.7,1,-1.0,0,1,74.3,172088
1788451501.8,zone-workshop,1,charon,-27,30.1,1,-1.0,0,1,79.6,172468
1788451501.8,zone-server,1,charon,-49,115.1,1,-1.0,0,1,76.4,172192
1788451503.4,gate-in,1,charon,-48,91.2,1,5.2,1,1,66.6,172128
1788451503.4,gate-out,1,charon,-43,108.6,1,7.4,1,1,69.5,172288
1788451503.4,zone-reception,1,charon,-56,16.1,1,-1.0,0,1,67.1,172096
1788451503.4,zone-warehouse,1,charon,-25,98.0,1,-1.0,0,1,74.3,172088
1788451503.4,zone-workshop,1,charon,-27,30.2,1,-1.0,0,1,79.6,172468
1788451503.4,zone-server,1,charon,-50,96.5,1,-1.0,0,1,76.4,172192
1788451504.7,gate-in,1,charon,-48,68.1,1,5.2,1,1,66.6,172124
1788451504.7,gate-out,1,charon,-43,67.2,1,7.4,1,1,69.5,172288
1788451504.7,zone-reception,1,charon,-55,54.4,1,-1.0,0,1,67.1,172084
